ds,y
2008/9/22,8.303999971
2008/9/23,8.126813721
2008/9/24,7.70616297
2008/9/25,7.663877259
2008/9/26,7.526717561
2008/9/27,7.925880317
2008/9/28,7.921535632
2008/9/29,8.033982735
2008/9/30,7.725771442
2008/10/1,7.694392803
2008/10/2,7.449498005
2008/10/3,7.391415235
2008/10/4,7.34601021
2008/10/5,8.101374671
2008/10/6,8.156510226
2008/10/7,7.971085754
2008/10/8,7.872836175
2008/10/9,7.635303886
2008/10/10,7.58781722
2008/10/11,7.342131731
2008/10/12,8.177515824
2008/10/13,8.340933226
2008/10/14,8.476579509
2008/10/15,7.87359779
2008/10/16,7.717351272
2008/10/17,7.490529402
2008/10/18,7.375882148
2008/10/19,8.075582637
2008/10/20,8.165363632
2008/10/23,7.585281079
2008/10/24,7.607381426
2008/10/25,7.267525428
2008/10/26,8.040124664
2008/10/27,8.109224953
2008/10/28,8.806873267
2008/10/29,7.747164967
2008/10/30,7.480992163
2008/10/31,7.346655163
2008/11/1,7.247080585
2008/11/2,7.938088727
2008/11/3,9.035629778
2008/11/4,8.041091004
2008/11/5,7.406103381
2008/11/6,7.973844376
2008/11/7,7.768110379
2008/11/8,7.471363088
2008/11/9,8.030084094
2008/11/10,8.729397123
2008/11/11,7.93701749
2008/11/12,7.665284718
2008/11/13,7.580189418
2008/11/14,7.710653324
2008/11/15,7.261225092
2008/11/16,8.046549357
2008/11/17,8.093462275
2008/11/18,7.767263997
2008/11/19,7.496652438
2008/11/20,7.552237288
2008/11/21,7.497207223
2008/11/22,7.312553498
2008/11/23,7.938802248
2008/11/24,9.058703197
2008/11/25,8.194229305
2008/11/26,7.519149958
2008/11/27,7.551186867
2008/11/28,7.713784617
2008/11/29,7.605890001
2008/11/30,8.499029221
2008/12/1,8.291797105
2008/12/2,7.89469085
2008/12/3,7.790282381
2008/12/4,7.655390645
2008/12/5,7.610357618
2008/12/6,7.531016332
2008/12/7,8.231376046
2008/12/8,8.006700845
2008/12/9,7.858640656
2008/12/10,7.697121317
2008/12/11,7.595889918
2008/12/12,7.73587032
2008/12/13,7.351158226
2008/12/14,8.031385331
2008/12/15,8.394347361
2008/12/16,7.823645931
2008/12/17,8.08671792
2008/12/18,7.77148876
2008/12/19,8.688959234
2008/12/20,7.747164967
2008/12/21,7.960672608
2008/12/22,8.624611588
2008/12/23,7.996653875
2008/12/24,7.620705087
2008/12/25,7.431891917
2008/12/26,7.462789157
2008/12/27,7.448916103
2008/12/28,8.251403065
2008/12/29,8.555259392
2008/12/30,8.315811132
2008/12/31,8.309922989
2009/1/1,7.758760544
2009/1/2,8.808219665
2009/1/3,9.121946221
2009/1/4,10.15381816
2009/1/5,9.267854278
2009/1/6,8.434246271
2009/1/7,8.137688185
2009/1/8,8.04494705
2009/1/9,8.228977643
2009/1/10,8.141189793
2009/1/11,9.215626376
2009/1/12,8.732788325
2009/1/13,8.510168576
2009/1/14,8.104099056
2009/1/15,7.950149888
2009/1/16,7.852050207
2009/1/17,7.656337166
2009/1/18,8.044305407
2009/1/19,8.801017834
2009/1/20,7.829630389
2009/1/21,7.777373603
2009/1/22,7.93522954
2009/1/23,7.672292456
2009/1/24,7.38832786
2009/1/25,7.511524648
2009/1/26,7.663407665
2009/1/27,7.789454566
2009/1/28,7.807916629
2009/1/29,7.824845691
2009/1/30,7.906547232
2009/1/31,7.70210434
2009/2/1,8.477620416
2009/2/2,9.149528233
2009/2/3,8.062117583
2009/2/4,8.06652149
2009/2/5,8.059592329
2009/2/6,8.049427057
2009/2/7,7.762170607
2009/2/8,8.097730574
2009/2/9,8.018296139
2009/2/10,7.616775809
2009/2/11,7.842671475
2009/2/12,7.768533301
2009/2/13,7.530479995
2009/2/14,7.332369206
2009/2/15,7.224024808
2009/2/16,7.416378479
2009/2/17,7.427144133
2009/2/18,7.397561536
2009/2/19,7.495541944
2009/2/20,7.399398083
2009/2/21,7.008505182
2009/2/22,7.118016204
2009/2/23,7.483806688
2009/2/24,7.571473649
2009/2/25,7.648263031
2009/2/26,7.474204806
2009/2/27,7.472500745
2009/2/28,7.211556733
2009/3/1,7.343426229
2009/3/2,7.482118924
2009/3/3,7.410951876
2009/3/4,7.403061091
2009/3/5,7.452982329
2009/3/6,7.423568444
2009/3/7,7.085064294
2009/3/8,7.210818453
2009/3/9,7.356279877
2009/3/10,7.304515946
2009/3/11,7.46565531
2009/3/12,7.869019376
2009/3/13,7.248504072
2009/3/14,7.07834158
2009/3/15,7.221105098
2009/3/16,7.33432935
2009/3/17,7.292337176
2009/3/18,7.299121463
2009/3/19,7.283448229
2009/3/20,7.301822342
2009/3/21,7.062191632
2009/3/22,7.181591945
2009/3/23,7.505492275
2009/3/24,7.874739125
2009/3/25,7.578656851
2009/3/26,7.36707706
2009/3/27,7.257002707
2009/3/28,7.056175284
2009/3/29,7.502738211
2009/3/30,7.443078374
2009/3/31,7.481555702
2009/4/1,7.482118924
2009/4/2,7.519149958
2009/4/3,7.659642955
2009/4/4,7.244227516
2009/4/5,7.232733136
2009/4/6,7.342131731
2009/4/7,7.421177529
2009/4/8,7.492203043
2009/4/9,7.31521839
2009/4/10,7.141245122
2009/4/11,7.009408933
2009/4/12,7.087573706
2009/4/13,7.304515946
2009/4/14,7.374629015
2009/4/15,7.512617545
2009/4/16,7.517520851
2009/4/17,7.374001859
2009/4/18,7.141245122
2009/4/19,7.161622003
2009/4/20,7.484930283
2009/4/21,7.512617545
2009/4/22,7.444833274
2009/4/23,7.474204806
2009/4/24,7.671826798
2009/4/25,7.842278779
2009/4/26,7.924072325
2009/4/27,7.828436359
2009/4/28,7.586803535
2009/4/29,7.629975707
2009/4/30,7.709756864
2009/5/1,7.526717561
2009/5/2,7.193685818
2009/5/3,7.257707677
2009/5/4,7.454141078
2009/5/5,7.481555702
2009/5/6,7.559038255
2009/5/7,7.444833274
2009/5/8,7.337587744
2009/5/9,7.135687347
2009/5/10,7.085064294
2009/5/11,7.272398393
2009/5/12,7.510977752
2009/5/13,7.498869734
2009/5/14,7.444248649
2009/5/15,7.403061091
2009/5/16,6.91671502
2009/5/17,6.977281342
2009/5/18,7.482681828
2009/5/19,7.41397029
2009/5/20,7.372118028
2009/5/21,7.333676396
2009/5/22,7.395107547
2009/5/23,7.036148494
2009/5/24,6.874198495
2009/5/25,6.98471632
2009/5/26,7.455876687
2009/5/27,7.494986234
2009/5/28,7.331060305
2009/5/29,7.104965448
2009/5/30,6.993932975
2009/5/31,6.930494766
2009/6/1,7.218176838
2009/6/2,7.475905969
2009/6/3,7.364547014
2009/6/4,7.239932591
2009/6/5,7.309212366
2009/6/6,7.138867
2009/6/7,6.972606251
2009/6/8,7.188412736
2009/6/9,7.334981879
2009/6/10,7.33432935
2009/6/11,7.432483808
2009/6/12,7.391415235
2009/6/13,6.961296046
2009/6/14,7.021976423
2009/6/15,7.213768308
2009/6/16,7.509883061
2009/6/17,7.328437353
2009/6/18,7.496652438
2009/6/19,7.200424893
2009/6/20,7.084226422
2009/6/21,7.149131599
2009/6/22,7.25629724
2009/6/23,7.198183577
2009/6/24,7.288927695
2009/6/25,7.128495946
2009/6/26,7.082548569
2009/6/27,6.822197391
2009/6/28,6.947937069
2009/6/29,7.112327445
2009/6/30,7.199678346
2009/7/1,7.317212408
2009/7/2,7.098375639
2009/7/3,7.044905117
2009/7/4,7.304515946
2009/7/5,7.793586803
2009/7/6,7.805474625
2009/7/7,7.483244416
2009/7/8,7.356918242
2009/7/9,7.50714108
2009/7/10,7.375255778
2009/7/11,7.196686571
2009/7/12,7.22329568
2009/7/13,7.3524411
2009/7/14,7.317212408
2009/7/15,7.444248649
2009/7/16,7.355641103
2009/7/17,7.324489979
2009/7/18,7.214504414
2009/7/19,7.284134806
2009/7/20,7.54009032
2009/7/21,7.474772182
2009/7/22,7.829232538
2009/7/23,7.681099002
2009/7/24,7.729735331
2009/7/25,7.303170051
2009/7/26,7.282073658
2009/7/27,7.485491608
2009/7/28,7.618742378
2009/7/29,7.693937326
2009/7/30,7.539558829
2009/7/31,7.43838353
2009/8/1,7.273786318
2009/8/2,7.355641103
2009/8/3,7.658227526
2009/8/4,7.843456404
2009/8/5,8.368461138
2009/8/6,8.172164452
2009/8/7,7.811568489
2009/8/8,7.5750717
2009/8/9,7.658699558
2009/8/10,7.866338923
2009/8/11,7.78113851
2009/8/12,7.754910272
2009/8/13,7.708859601
2009/8/14,8.207129168
2009/8/15,7.71154898
2009/8/16,7.734558844
2009/8/17,7.967626739
2009/8/18,8.403800504
2009/8/19,8.292798858
2009/8/20,7.985484357
2009/8/21,8.67180091
2009/8/22,7.782390336
2009/8/23,7.786967003
2009/8/24,7.946617563
2009/8/25,8.173575487
2009/8/26,7.809541325
2009/8/27,7.803026644
2009/8/28,8.051340933
2009/8/29,7.973155433
2009/8/30,7.869019376
2009/8/31,8.16251625
2009/9/1,8.040124664
2009/9/2,7.963460067
2009/9/3,7.838343316
2009/9/4,7.913155186
2009/9/5,7.953318347
2009/9/6,8.076204527
2009/9/7,7.982416347
2009/9/8,8.1285852
2009/9/9,7.954723334
2009/9/10,8.110126802
2009/9/11,8.213652703
2009/9/12,8.046869511
2009/9/13,8.924257021
2009/9/14,8.617219505
2009/9/15,8.519590316
2009/9/16,8.014335737
2009/9/17,8.057694195
2009/9/18,8.104401308
2009/9/19,7.993957548
2009/9/20,8.431853144
2009/9/21,9.738200088
2009/9/22,10.17998228
2009/9/24,8.361941906
2009/9/28,9.948843254
2009/9/29,8.759040728
2009/9/30,8.251663924
2009/10/1,8.078688229
2009/10/2,8.173575487
2009/10/3,7.889084407
2009/10/4,9.099855639
2009/10/5,9.406564834
2009/10/6,9.16440114
2009/10/7,8.487352349
2009/10/8,8.431417414
2009/10/9,8.277666161
2009/10/10,8.312135108
2009/10/11,8.790116893
2009/10/12,10.28003865
2009/10/13,9.075779879
2009/10/17,8.699181359
2009/10/18,9.086589565
2009/10/19,8.861491864
2009/10/20,8.544419178
2009/10/21,8.447628728
2009/10/22,8.252706677
2009/10/23,8.109826276
2009/10/24,8.136810864
2009/10/25,8.726805608
2009/10/26,9.382695764
2009/10/27,8.578288291
2009/10/28,8.238801166
2009/10/29,8.122371243
2009/10/30,8.055157732
2009/10/31,7.832410927
2009/11/1,8.897545599
2009/11/2,8.725669706
2009/11/3,8.564076777
2009/11/4,8.219056661
2009/11/5,8.147577736
2009/11/6,8.001355026
2009/11/7,7.789454566
2009/11/8,8.811950178
2009/11/9,9.002208578
2009/11/10,8.593042504
2009/11/11,8.281977059
2009/11/12,8.465057437
2009/11/13,8.494743063
2009/11/14,8.405143688
2009/11/16,10.55869919
2009/11/17,9.124564595
2009/11/18,8.731820583
2009/11/19,8.528924114
2009/11/20,8.50512061
2009/11/21,8.276394705
2009/11/23,9.123910644
2009/11/24,8.585972707
2009/11/25,8.315566484
2009/11/26,8.66112036
2009/11/27,8.925720274
2009/11/28,8.441391478
2009/11/29,9.227787286
2009/11/30,9.264733856
2009/12/1,9.274910143
2009/12/2,8.392989588
2009/12/3,8.585225602
2009/12/4,8.423761247
2009/12/5,8.337827262
2009/12/6,9.059750013
2009/12/7,9.29825967
2009/12/8,8.761863373
2009/12/9,8.507546814
2009/12/10,8.399310151
2009/12/11,8.523572798
2009/12/12,8.379539026
2009/12/13,9.091106284
2009/12/14,9.76198159
2009/12/15,8.929567708
2009/12/16,8.530701541
2009/12/17,8.587092319
2009/12/18,9.797849221
2009/12/19,8.664750756
2009/12/20,9.17232693
2009/12/21,9.20140053
2009/12/22,9.330520532
2009/12/23,8.684570301
2009/12/24,8.502485563
2009/12/25,8.28878581
2009/12/26,8.298041661
2009/12/27,9.16293425
2009/12/28,9.547954813
2009/12/29,9.017240942
2009/12/30,8.784927626
2009/12/31,8.386628821
2010/1/1,8.334471555
2010/1/2,8.536014946
2010/1/3,8.708639656
2010/1/4,8.730043953
2010/1/5,8.375629627
2010/1/6,8.318986125
2010/1/7,8.464425126
2010/1/8,8.597297436
2010/1/9,8.922791624
2010/1/10,9.491677357
2010/1/11,9.210140352
2010/1/12,8.67795057
2010/1/13,8.602269364
2010/1/14,8.614501374
2010/1/15,8.65886635
2010/1/16,8.779403598
2010/1/17,11.0079328
2010/1/18,9.753245889
2010/1/19,9.225130457
2010/1/20,9.017726026
2010/1/21,8.936955604
2010/1/22,9.009325173
2010/1/25,11.48406292
2010/1/26,10.2642342
2010/1/27,9.694431801
2010/1/28,9.440419814
2010/1/29,9.353747835
2010/1/30,9.228474942
2010/1/31,9.303921786
2010/2/1,10.24017405
2010/2/2,9.915959454
2010/2/3,10.11151747
2010/2/4,9.858594784
2010/2/5,10.11900208
2010/2/6,10.00056889
2010/2/7,11.19145218
2010/2/9,10.46333189
2010/2/10,9.654064192
2010/2/11,9.119758994
2010/2/12,8.795733606
2010/2/13,8.448485993
2010/2/14,8.266678443
2010/2/15,8.218517577
2010/2/16,8.242493153
2010/2/17,8.008032847
2010/2/18,8.045267717
2010/2/19,7.928766322
2010/2/20,7.745002804
2010/2/21,7.866338923
2010/2/22,7.941651253
2010/2/24,8.310414994
2010/2/25,7.828038032
2010/2/26,7.87359779
2010/2/27,7.757051142
2010/2/28,7.726212651
2010/3/1,7.775275846
2010/3/2,7.795234929
2010/3/3,7.749753406
2010/3/4,8.068089626
2010/3/5,8.725832057
2010/3/6,7.654443226
2010/3/7,7.60339934
2010/3/8,7.75319427
2010/3/9,7.770223204
2010/3/10,7.631431665
2010/3/11,7.543802868
2010/3/12,7.604396349
2010/3/13,7.584264818
2010/3/14,7.510977752
2010/3/15,7.674617497
2010/3/16,7.712890961
2010/3/17,7.701652363
2010/3/18,7.638198244
2010/3/19,7.562681247
2010/3/20,7.40367029
2010/3/21,7.466227556
2010/3/22,7.612336837
2010/3/23,7.801800402
2010/3/24,8.028781162
2010/3/25,7.730174795
2010/3/26,7.639642288
2010/3/27,7.563200592
2010/3/28,7.486613313
2010/3/29,7.507690078
2010/3/30,7.65396918
2010/3/31,7.61283103
2010/4/1,7.454141078
2010/4/2,7.36707706
2010/4/3,7.452982329
2010/4/4,7.478734826
2010/4/5,7.985143931
2010/4/6,7.821643126
2010/4/7,7.660585462
2010/4/8,7.559559496
2010/4/9,7.576609767
2010/4/10,7.45007957
2010/4/11,7.498869734
2010/4/12,7.515889085
2010/4/13,7.608374474
2010/4/14,7.586296307
2010/4/15,7.680637428
2010/4/16,7.784889296
2010/4/17,7.552237288
2010/4/18,7.598900457
2010/4/19,7.648263031
2010/4/20,7.669961995
2010/4/21,7.855544678
2010/4/22,8.096512918
2010/4/23,8.921057018
2010/4/24,8.398634855
2010/4/25,7.988203597
2010/4/26,8.002694162
2010/4/27,8.0730912
2010/4/28,7.983098941
2010/4/29,7.846198815
2010/4/30,7.786551806
2010/5/1,7.444833274
2010/5/2,7.542213463
2010/5/3,7.642524134
2010/5/4,7.651120176
2010/5/5,7.511524648
2010/5/6,7.676937146
2010/5/7,7.99125393
2010/5/8,7.441906728
2010/5/9,7.383989458
2010/5/10,7.605890001
2010/5/11,7.586803535
2010/5/12,7.621195163
2010/5/13,7.295735073
2010/5/14,7.488852956
2010/5/15,7.273092596
2010/5/16,7.346655163
2010/5/17,7.473637108
2010/5/18,7.355641103
2010/5/19,7.228388452
2010/5/20,7.396948603
2010/5/21,7.475339237
2010/5/22,7.409741954
2010/5/23,7.34601021
2010/5/24,7.407924323
2010/5/25,7.383989458
2010/5/26,7.380879036
2010/5/27,7.206377291
2010/5/28,7.093404626
2010/5/29,7.109879463
2010/5/30,7.055312843
2010/5/31,7.116394144
2010/6/1,7.192182059
2010/6/2,7.249215057
2010/6/3,7.419380583
2010/6/4,7.562161631
2010/6/5,7.433075349
2010/6/6,7.285506549
2010/6/7,7.935587386
2010/6/8,9.019542997
2010/6/9,7.225481473
2010/6/10,7.027314514
2010/6/11,6.799055862
2010/6/12,5.446737372
2010/6/13,5.323009979
2010/6/14,5.262690189
2010/6/15,6.306275287
2010/6/16,6.652863029
2010/6/17,7.21964204
2010/6/18,7.38832786
2010/6/19,7.138867
2010/6/20,7.043159916
2010/6/21,7.206377291
2010/6/22,7.029972912
2010/6/23,7.007600614
2010/6/24,6.918695219
2010/6/25,6.884486652
2010/6/27,6.137727054
2010/6/29,7.206377291
2010/6/30,7.137278437
2010/7/1,7.054449658
2010/7/2,7.112327445
2010/7/3,6.926577033
2010/7/4,6.814542897
2010/7/6,7.355001921
2010/7/11,7.13169851
2010/7/12,7.077498054
2010/7/13,7.242082359
2010/7/14,7.247080585
2010/7/15,7.646353722
2010/7/16,7.456454555
2010/7/17,7.309881486
2010/7/18,7.237778192
2010/7/19,7.275172319
2010/7/20,7.469083885
2010/7/21,7.450660796
2010/7/22,8.127404563
2010/7/23,7.774855767
2010/7/24,7.52131798
2010/7/25,7.549609165
2010/7/26,7.949797216
2010/7/27,7.797702036
2010/7/28,7.799753318
2010/7/29,7.900266037
2010/7/30,7.858254182
2010/7/31,7.941651253
2010/8/1,7.671360923
2010/8/2,8.135346949
2010/8/3,8.687779492
2010/8/4,8.453187861
2010/8/5,8.064636476
2010/8/6,8.009363077
2010/8/7,7.877397186
2010/8/8,7.855157006
2010/8/9,8.140898461
2010/8/10,7.921172722
2010/8/11,7.97074039
2010/8/12,7.965198291
2010/8/13,8.134760782
2010/8/14,7.798523054
2010/8/15,8.307705967
2010/8/16,8.280711076
2010/8/17,8.744488114
2010/8/18,8.59137259
2010/8/19,8.440528106
2010/8/20,8.509765676
2010/8/21,8.355144739
2010/8/22,8.280964401
2010/8/23,8.440528106
2010/8/24,8.313852267
2010/8/25,8.08085642
2010/8/26,8.185907481
2010/8/27,8.856803357
2010/8/28,8.0730912
2010/8/29,8.141481041
2010/8/30,8.187855444
2010/8/31,8.115221973
2010/9/1,8.159088655
2010/9/2,8.204398418
2010/9/3,8.285008895
2010/9/4,8.082711134
2010/9/5,8.245646901
2010/9/6,8.222016437
2010/9/7,8.451267041
2010/9/8,8.551981017
2010/9/9,8.625150333
2010/9/10,9.131946305
2010/9/11,8.339978572
2010/9/12,9.866200968
2010/9/13,9.270776741
2010/9/14,8.77183541
2010/9/15,8.494743063
2010/9/16,8.616314282
2010/9/17,8.947806093
2010/9/18,9.075779879
2010/9/19,9.500469448
2010/9/20,11.42610316
2010/9/21,9.295508384
2010/9/22,8.617219505
2010/9/23,8.476996002
2010/9/24,8.327726166
2010/9/25,8.303752416
2010/9/26,9.330431852
2010/9/27,9.416134285
2010/9/28,8.922924931
2010/9/29,8.445911989
2010/9/30,8.311152548
2010/10/1,8.270525095
2010/10/2,8.201660191
2010/10/3,9.009814111
2010/10/4,9.309099144
2010/10/5,9.128479345
2010/10/6,8.447414297
2010/10/7,8.25426877
2010/10/8,8.324821299
2010/10/9,8.102889135
2010/10/10,9.159573255
2010/10/11,8.851090688
2010/10/12,9.540578934
2010/10/13,8.490438454
2010/10/14,8.564649133
2010/10/15,8.352318548
2010/10/16,8.104401308
2010/10/17,9.15334665
2010/10/18,10.0752957
2010/10/19,8.718009331
2010/10/20,8.344742754
2010/10/21,8.263074836
2010/10/22,8.256088134
2010/10/23,8.008698183
2010/10/24,8.529714472
2010/10/25,8.861350111
2010/10/26,9.789142351
2010/10/27,8.500250471
2010/10/28,8.405591015
2010/10/29,8.944158831
2010/10/30,8.866581653
2010/10/31,9.014568767
2010/11/1,9.130105979
2010/11/2,10.24650972
2010/11/3,8.589699882
2010/11/4,8.650674583
2010/11/5,8.781248333
2010/11/6,8.33302994
2010/11/7,9.06762407
2010/11/8,9.523324627
2010/11/9,8.709960006
2010/11/10,8.371010681
2010/11/11,8.377701213
2010/11/12,8.400434631
2010/11/13,8.182838711
2010/11/14,8.875007486
2010/11/15,9.210340372
2010/11/16,8.714567551
2010/11/17,8.317521996
2010/11/18,8.559294367
2010/11/19,8.604654467
2010/11/20,8.733755131
2010/11/21,9.540578934
2010/11/22,10.16168932
2010/11/23,8.816705016
2010/11/24,8.314097335
2010/11/25,8.710619528
2010/11/26,8.743691111
2010/11/27,8.392310009
2010/11/28,9.230731062
2010/11/29,10.25611431
2010/11/30,8.913819351
2010/12/1,8.650324504
2010/12/2,8.390041406
2010/12/3,8.309184528
2010/12/4,8.222285074
2010/12/5,9.282381925
2010/12/6,9.92260367
2010/12/7,9.168893182
2010/12/8,8.748304912
2010/12/9,8.815073089
2010/12/10,9.763305522
2010/12/11,8.568836425
2010/12/12,8.926118971
2010/12/13,9.128913373
2010/12/14,9.719564714
2010/12/15,8.781248333
2010/12/16,8.48838211
2010/12/17,8.53640741
2010/12/18,8.144098463
2010/12/19,9.106645136
2010/12/20,9.115699968
2010/12/21,9.684211513
2010/12/22,8.800113947
2010/12/23,8.547528391
2010/12/24,8.32215107
2010/12/25,8.095293777
2010/12/26,8.92345798
2010/12/27,9.379745537
2010/12/28,8.903271586
2010/12/29,8.875566692
2010/12/30,8.441391478
2010/12/31,8.59674347
2011/1/1,9.009691898
2011/1/2,9.398975291
2011/1/3,9.99392223
2011/1/4,9.061492275
2011/1/5,8.971194463
2011/1/6,8.946895524
2011/1/7,9.186969386
